Order_ID,Order_Date,Ship_Date,Ship_Mode,Segment,Customer_ID,Region,Category,Sub_Category,Quantity,Discount,Sales,Profit,Year,Month,Quarter,Days_to_Ship,Profit_Margin
ORD-1174,2021-12-04,2021-12-09,First Class,Home Office,CUST-0191,West,Technology,Computers,13.0,0.0,380.91,66.39,2021,12,4,5,17.43
ORD-1175,2022-05-25,2022-05-29,Standard Class,Consumer,CUST-0180,Central,Furniture,Furnishings,2.0,0.0,83.36,10.69,2022,5,2,4,12.82
ORD-1176,2022-09-17,2022-09-18,Same Day,Home Office,CUST-0029,West,Office Supplies,Binders,1.0,0.2,13.56,1.92,2022,9,3,1,14.16
ORD-1177,2021-08-20,2021-08-25,Same Day,Consumer,CUST-0177,East,Technology,Computers,12.0,0.3,573.12,23.27,2021,8,3,5,4.06
ORD-1178,2022-04-12,2022-04-17,Standard Class,Consumer,CUST-0087,Central,Furniture,Furnishings,12.0,0.0,551.61,99.97,2022,4,2,5,18.12
ORD-1179,2022-10-26,2022-10-27,Same Day,Consumer,CUST-0139,Central,Office Supplies,Labels,5.0,0.0,10.4,2.8,2022,10,4,1,26.92
ORD-1180,2022-07-17,2022-07-20,Same Day,Corporate,CUST-0138,Central,Office Supplies,Storage,10.0,0.2,43.39,-0.07,2022,7,3,3,-0.16
ORD-1181,2021-12-26,2021-12-27,Second Class,Home Office,CUST-0068,South,Technology,Copiers,9.0,0.0,144.72,23.54,2021,12,4,1,16.27
ORD-1182,2021-07-09,2021-07-16,Second Class,Corporate,CUST-0118,West,Office Supplies,Paper,2.0,0.0,14.13,0.69,2021,7,3,7,4.88
ORD-1183,2023-06-11,2023-06-13,Second Class,Corporate,CUST-0124,Central,Furniture,Furnishings,11.0,0.0,193.81,35.89,2023,6,2,2,18.52
ORD-1184,2022-11-17,2022-11-18,First Class,Consumer,CUST-0018,East,Furniture,Tables,8.0,0.0,269.69,46.74,2022,11,4,1,17.33
ORD-1185,2021-10-29,2021-11-04,Same Day,Home Office,CUST-0029,West,Furniture,Tables,7.0,0.0,,43.48,2021,10,4,6,
ORD-1186,2022-03-12,2022-03-15,Standard Class,Corporate,CUST-0022,West,Office Supplies,Binders,2.0,0.2,16.07,-6.17,2022,3,1,3,-38.39
ORD-1187,2022-12-04,2022-12-10,Same Day,Consumer,CUST-0106,West,Furniture,Chairs,3.0,0.0,115.06,21.74,2022,12,4,6,18.89
ORD-1188,2022-05-30,2022-05-31,First Class,Corporate,CUST-0010,West,Furniture,Furnishings,4.0,0.2,101.64,3.88,2022,5,2,1,3.82
ORD-1189,2023-12-26,2023-12-27,Second Class,Corporate,CUST-0054,Central,Office Supplies,Fasteners,13.0,0.2,,19.09,2023,12,4,1,
ORD-1190,2023-11-10,2023-11-13,Second Class,Corporate,CUST-0132,East,Office Supplies,Fasteners,3.0,0.0,18.62,9.46,2023,11,4,3,50.81
ORD-1191,2023-10-11,2023-10-14,Standard Class,Corporate,CUST-0038,South,Furniture,Furnishings,10.0,0.1,118.16,6.56,2023,10,4,3,5.55
ORD-1192,2021-09-30,2021-10-07,Same Day,Consumer,CUST-0186,West,Technology,Copiers,7.0,0.0,406.0,71.6,2021,9,3,7,17.64
ORD-1193,2021-06-11,2021-06-17,First Class,Corporate,CUST-0110,South,Furniture,Furnishings,2.0,0.0,53.87,10.02,2021,6,2,6,18.6
ORD-1194,2023-09-25,2023-09-30,First Class,Corporate,CUST-0113,West,Technology,Copiers,4.0,0.0,23.13,8.17,2023,9,3,5,35.32
ORD-1195,2023-02-02,2023-02-06,Standard Class,Consumer,CUST-0145,Central,Furniture,Tables,11.0,0.0,370.04,71.02,2023,2,1,4,19.19
ORD-1196,2022-02-03,2022-02-09,Standard Class,Consumer,CUST-0061,South,Furniture,Furnishings,14.0,0.4,479.01,-5.2,2022,2,1,6,-1.09
ORD-1197,2021-09-11,2021-09-17,First Class,Corporate,CUST-0170,West,Office Supplies,Storage,13.0,0.2,55.69,5.44,2021,9,3,6,9.77
ORD-1198,2021-02-18,2021-02-23,Second Class,Consumer,CUST-0039,Central,Office Supplies,Binders,10.0,0.0,41.88,9.2,2021,2,1,5,21.97
ORD-1199,2023-03-20,2023-03-26,Same Day,Corporate,CUST-0036,South,Furniture,Chairs,,0.2,220.23,19.13,2023,3,1,6,8.69
ORD-1200,2023-06-22,2023-06-25,Second Class,Consumer,CUST-0106,South,Technology,Copiers,7.0,0.0,200.98,38.01,2023,6,2,3,18.91
ORD-1201,2022-08-19,2022-08-21,First Class,Consumer,CUST-0007,South,Office Supplies,Fasteners,10.0,0.0,16.63,6.91,2022,8,3,2,41.55
ORD-1202,2023-08-02,2023-08-09,Standard Class,Corporate,CUST-0165,East,Technology,Accessories,5.0,0.0,153.43,24.6,2023,8,3,7,16.03
ORD-1203,2023-09-11,2023-09-12,Standard Class,Corporate,CUST-0169,West,Office Supplies,Binders,3.0,0.4,20.11,-1.06,2023,9,3,1,-5.27
ORD-1204,2023-10-14,2023-10-21,Second Class,Consumer,CUST-0028,South,Technology,Phones,6.0,0.0,263.26,60.7,2023,10,4,7,23.06
ORD-1205,2022-06-13,2022-06-15,Standard Class,Corporate,CUST-0002,Central,Office Supplies,Paper,6.0,0.0,31.97,3.58,2022,6,2,2,11.2
ORD-1206,2022-03-11,2022-03-16,Same Day,Consumer,CUST-0059,East,Office Supplies,Paper,7.0,0.0,25.03,4.87,2022,3,1,5,19.46
ORD-1207,2023-08-18,2023-08-25,Second Class,Corporate,CUST-0143,Central,Furniture,Furnishings,5.0,0.2,110.86,4.1,2023,8,3,7,3.7
ORD-1208,2022-08-27,2022-09-02,Standard Class,Home Office,CUST-0191,Central,Technology,Phones,11.0,0.2,351.36,31.3,2022,8,3,6,8.91
ORD-1209,2023-12-04,2023-12-05,Standard Class,Consumer,CUST-0123,East,Furniture,Furnishings,10.0,0.1,162.66,21.12,2023,12,4,1,12.98
ORD-1210,2022-05-19,2022-05-23,Standard Class,Home Office,CUST-0085,West,Furniture,Bookcases,10.0,0.2,234.25,15.09,2022,5,2,4,6.44
ORD-1211,2021-08-26,2021-08-28,Same Day,Consumer,CUST-0131,Central,Technology,Phones,10.0,0.0,552.38,90.28,2021,8,3,2,16.34
ORD-1212,2022-05-01,2022-05-02,Same Day,Consumer,CUST-0176,East,Furniture,Bookcases,12.0,0.3,244.42,4.75,2022,5,2,1,1.94
ORD-1213,2022-06-28,2022-06-29,Standard Class,Corporate,CUST-0119,East,Technology,Copiers,12.0,0.5,246.25,-11.53,2022,6,2,1,-4.68
ORD-1214,2023-07-13,2023-07-19,Standard Class,Consumer,CUST-0131,West,Technology,Computers,10.0,0.0,167.32,28.84,2023,7,3,6,17.24
ORD-1215,2023-10-19,2023-10-24,Second Class,Home Office,CUST-0134,South,Furniture,Chairs,3.0,0.2,95.15,6.13,2023,10,4,5,6.44
ORD-1216,2023-08-01,2023-08-05,Same Day,Consumer,CUST-0030,West,Office Supplies,Art,12.0,0.2,30.02,-1.8,2023,8,3,4,-6.0
ORD-1217,2021-07-09,2021-07-10,Second Class,Home Office,CUST-0058,South,Technology,Phones,,0.1,211.43,26.64,2021,7,3,1,12.6
ORD-1218,2021-09-30,2021-10-05,Same Day,Corporate,CUST-0125,South,Furniture,Bookcases,12.0,0.0,358.45,64.4,2021,9,3,5,17.97
ORD-1219,2021-06-05,2021-06-12,First Class,Corporate,CUST-0087,Central,Office Supplies,Binders,7.0,0.5,34.94,-7.48,2021,6,2,7,-21.41
ORD-1220,2021-05-23,2021-05-30,First Class,Home Office,CUST-0137,South,Technology,Accessories,5.0,0.3,190.83,6.62,2021,5,2,7,3.47
ORD-1221,2022-10-08,2022-10-11,Second Class,Consumer,CUST-0142,Central,Office Supplies,Labels,11.0,0.0,30.24,6.19,2022,10,4,3,20.47
ORD-1222,2022-08-19,2022-08-20,Second Class,Consumer,CUST-0176,Central,Office Supplies,Fasteners,9.0,0.4,32.62,-0.99,2022,8,3,1,-3.03
ORD-1223,2021-10-11,2021-10-15,First Class,Home Office,CUST-0142,Central,Office Supplies,Fasteners,,0.0,62.86,8.68,2021,10,4,4,13.81
ORD-1224,2022-04-10,2022-04-16,First Class,Consumer,CUST-0053,West,Technology,Phones,,0.0,277.9,48.51,2022,4,2,6,17.46
ORD-1225,2021-03-09,2021-03-13,Same Day,Corporate,CUST-0127,East,Technology,Accessories,8.0,0.0,215.72,42.8,2021,3,1,4,19.84
ORD-1226,2022-03-08,2022-03-14,Same Day,Home Office,CUST-0101,West,Furniture,Furnishings,12.0,0.0,318.41,63.12,2022,3,1,6,19.82
ORD-1227,2023-11-25,2023-11-26,First Class,Consumer,CUST-0168,West,Furniture,Chairs,2.0,0.0,63.79,16.49,2023,11,4,1,25.85
ORD-1228,2022-10-21,2022-10-23,Same Day,Corporate,CUST-0157,East,Technology,Copiers,4.0,0.0,231.05,36.02,2022,10,4,2,15.59
ORD-1229,2023-02-11,2023-02-17,Second Class,Consumer,CUST-0091,Central,Furniture,Bookcases,12.0,0.4,570.51,-12.29,2023,2,1,6,-2.15
ORD-1230,2021-08-02,2021-08-03,Same Day,Corporate,CUST-0124,South,Office Supplies,Paper,2.0,0.0,14.94,-8.35,2021,8,3,1,-55.89
ORD-1231,2023-05-17,2023-05-23,Standard Class,Consumer,CUST-0049,West,Furniture,Chairs,3.0,0.0,46.36,-4.81,2023,5,2,6,-10.38
ORD-1232,2023-06-11,2023-06-12,Second Class,Consumer,CUST-0107,South,Technology,Computers,10.0,0.0,23.88,-2.91,2023,6,2,1,-12.19
ORD-1233,2023-03-28,2023-03-29,Standard Class,Corporate,CUST-0039,West,Technology,Phones,1.0,0.0,36.17,2.53,2023,3,1,1,6.99
ORD-1234,2021-05-07,2021-05-13,Same Day,Home Office,CUST-0189,East,Furniture,Bookcases,13.0,0.0,,18.77,2021,5,2,6,
ORD-1235,2022-08-25,2022-09-01,First Class,Consumer,CUST-0177,West,Office Supplies,Art,12.0,0.0,39.04,7.76,2022,8,3,7,19.88
ORD-1236,2023-09-17,2023-09-18,Same Day,Consumer,CUST-0113,East,Furniture,Tables,4.0,0.0,,11.87,2023,9,3,1,
ORD-1237,2023-08-17,2023-08-22,Second Class,Consumer,CUST-0051,Central,Technology,Computers,9.0,0.0,,67.65,2023,8,3,5,
ORD-1238,2022-03-30,2022-04-02,Second Class,Home Office,CUST-0012,Central,Office Supplies,Paper,5.0,0.0,18.14,3.81,2022,3,1,3,21.0
ORD-1239,2023-09-13,2023-09-18,Same Day,Corporate,CUST-0038,Central,Technology,Phones,5.0,0.0,125.79,25.73,2023,9,3,5,20.45
ORD-1240,2022-09-03,2022-09-08,Same Day,Consumer,CUST-0098,Central,Office Supplies,Fasteners,7.0,0.0,40.39,7.93,2022,9,3,5,19.63
ORD-1241,2023-12-01,2023-12-08,Standard Class,Corporate,CUST-0118,South,Furniture,Bookcases,7.0,0.0,240.54,34.55,2023,12,4,7,14.36
ORD-1242,2022-03-16,2022-03-20,First Class,Consumer,CUST-0148,South,Office Supplies,Paper,5.0,0.2,22.57,2.45,2022,3,1,4,10.86
ORD-1243,2023-10-04,2023-10-11,Standard Class,Consumer,CUST-0136,South,Technology,Computers,11.0,0.1,117.79,11.28,2023,10,4,7,9.58
ORD-1244,2023-04-13,2023-04-20,Second Class,Home Office,CUST-0107,South,Furniture,Furnishings,4.0,0.0,65.41,12.26,2023,4,2,7,18.74
ORD-1245,2021-05-05,2021-05-12,Second Class,Consumer,CUST-0124,Central,Furniture,Tables,5.0,0.0,163.05,27.87,2021,5,2,7,17.09
ORD-1246,2021-07-20,2021-07-21,Same Day,Corporate,CUST-0069,East,Technology,Accessories,13.0,0.0,159.81,21.33,2021,7,3,1,13.35
ORD-1247,2023-04-01,2023-04-04,First Class,Corporate,CUST-0085,West,Technology,Phones,7.0,0.0,68.71,9.65,2023,4,2,3,14.04
ORD-1248,2021-12-25,2021-12-29,Standard Class,Home Office,CUST-0111,West,Technology,Copiers,3.0,0.5,110.56,-13.65,2021,12,4,4,-12.35
ORD-1249,2021-04-14,2021-04-20,Same Day,Corporate,CUST-0028,Central,Office Supplies,Art,9.0,0.1,34.95,11.74,2021,4,2,6,33.59
ORD-1250,2021-03-05,2021-03-08,Second Class,Home Office,CUST-0149,South,Office Supplies,Labels,5.0,0.0,14.87,8.39,2021,3,1,3,56.42
ORD-1251,2023-11-10,2023-11-11,Same Day,Corporate,CUST-0096,West,Office Supplies,Art,14.0,0.0,,12.69,2023,11,4,1,
ORD-1252,2022-02-11,2022-02-18,First Class,Consumer,CUST-0181,East,Furniture,Bookcases,11.0,0.0,50.08,24.7,2022,2,1,7,49.32
ORD-1253,2023-02-11,2023-02-18,Standard Class,Home Office,CUST-0081,South,Office Supplies,Binders,13.0,0.0,51.54,9.24,2023,2,1,7,17.93
ORD-1254,2022-03-19,2022-03-24,Second Class,Consumer,CUST-0171,South,Furniture,Chairs,13.0,0.4,450.11,-5.06,2022,3,1,5,-1.12
ORD-1255,2021-10-04,2021-10-08,Second Class,Corporate,CUST-0047,East,Office Supplies,Binders,2.0,0.0,18.91,-0.94,2021,10,4,4,-4.97
ORD-1256,2022-06-26,2022-07-03,Standard Class,Home Office,CUST-0141,South,Office Supplies,Binders,3.0,0.1,21.61,5.39,2022,6,2,7,24.94
ORD-1257,2021-09-14,2021-09-18,Second Class,Corporate,CUST-0128,South,Office Supplies,Labels,3.0,0.0,16.24,3.98,2021,9,3,4,24.51
ORD-1258,2023-06-29,2023-07-03,Same Day,Consumer,CUST-0145,Central,Office Supplies,Fasteners,13.0,0.0,49.47,11.95,2023,6,2,4,24.16
ORD-1259,2021-11-18,2021-11-20,First Class,Corporate,CUST-0195,South,Furniture,Tables,10.0,0.0,99.24,14.05,2021,11,4,2,14.16
ORD-1260,2023-11-17,2023-11-23,Second Class,Consumer,CUST-0181,South,Office Supplies,Fasteners,13.0,0.0,,13.45,2023,11,4,6,
ORD-1261,2022-12-27,2023-01-03,Same Day,Consumer,CUST-0054,West,Technology,Accessories,1.0,0.0,48.14,10.7,2022,12,4,7,22.23
ORD-1262,2022-02-16,2022-02-22,Same Day,Consumer,CUST-0059,East,Technology,Copiers,4.0,0.0,77.94,8.95,2022,2,1,6,11.48
ORD-1263,2023-04-30,2023-05-02,Standard Class,Consumer,CUST-0093,South,Office Supplies,Binders,11.0,0.0,34.33,-1.51,2023,4,2,2,-4.4
ORD-1264,2023-03-29,2023-03-30,First Class,Corporate,CUST-0121,East,Technology,Copiers,6.0,0.0,249.41,40.56,2023,3,1,1,16.26
ORD-1265,2022-03-04,2022-03-08,First Class,Home Office,CUST-0165,West,Furniture,Bookcases,4.0,0.4,34.82,-6.64,2022,3,1,4,-19.07
ORD-1266,2022-09-24,2022-10-01,Standard Class,Corporate,CUST-0161,East,Technology,Accessories,10.0,0.3,260.27,,2022,9,3,7,
ORD-1267,2023-03-04,2023-03-10,Second Class,Corporate,CUST-0145,West,Technology,Accessories,9.0,0.0,301.96,52.93,2023,3,1,6,17.53
ORD-1268,2021-08-15,2021-08-19,Same Day,Consumer,CUST-0137,Central,Furniture,Furnishings,9.0,0.3,346.16,8.78,2021,8,3,4,2.54
ORD-1269,2022-09-13,2022-09-20,Same Day,Home Office,CUST-0018,East,Office Supplies,Storage,13.0,0.4,47.46,-3.12,2022,9,3,7,-6.57
ORD-1270,2022-06-24,2022-06-30,Standard Class,Consumer,CUST-0057,South,Office Supplies,Fasteners,6.0,0.0,22.18,4.76,2022,6,2,6,21.46
ORD-1271,2021-02-22,2021-02-24,Standard Class,Corporate,CUST-0100,East,Office Supplies,Fasteners,14.0,0.2,56.9,3.64,2021,2,1,2,6.4
ORD-1272,2022-09-06,2022-09-07,Same Day,Corporate,CUST-0122,West,Office Supplies,Storage,12.0,0.0,,8.16,2022,9,3,1,
ORD-1273,2023-02-23,2023-03-02,Standard Class,Consumer,CUST-0170,West,Furniture,Tables,1.0,0.0,39.38,7.19,2023,2,1,7,18.26
ORD-1274,2022-10-27,2022-10-28,Same Day,Consumer,CUST-0043,West,Office Supplies,Fasteners,7.0,0.0,12.84,3.59,2022,10,4,1,27.96
ORD-1275,2021-11-03,2021-11-04,Standard Class,Home Office,CUST-0059,Central,Office Supplies,Labels,11.0,0.0,47.9,14.39,2021,11,4,1,30.04
ORD-1276,2022-09-02,2022-09-04,Same Day,Consumer,CUST-0090,West,Technology,Accessories,12.0,0.1,268.21,34.65,2022,9,3,2,12.92
ORD-1277,2022-03-10,2022-03-13,First Class,Home Office,CUST-0106,South,Office Supplies,Labels,12.0,0.1,36.34,7.87,2022,3,1,3,21.66
ORD-1278,2021-09-24,2021-09-29,First Class,Consumer,CUST-0065,East,Office Supplies,Paper,5.0,0.0,30.42,5.78,2021,9,3,5,19.0
ORD-1279,2022-07-13,2022-07-20,Same Day,Consumer,CUST-0052,East,Technology,Copiers,9.0,0.4,400.37,-2.44,2022,7,3,7,-0.61
ORD-1280,2022-02-26,2022-03-01,Standard Class,Consumer,CUST-0134,East,Technology,Copiers,2.0,0.1,70.09,0.98,2022,2,1,3,1.4
ORD-1281,2022-12-15,2022-12-21,Same Day,Consumer,CUST-0172,East,Technology,Computers,13.0,0.3,757.08,14.93,2022,12,4,6,1.97
ORD-1282,2021-11-27,2021-12-02,Same Day,Consumer,CUST-0068,West,Office Supplies,Art,2.0,0.4,14.97,2.64,2021,11,4,5,17.64
ORD-1283,2021-12-23,2021-12-24,Second Class,Corporate,CUST-0134,East,Office Supplies,Storage,2.0,0.0,14.28,,2021,12,4,1,
ORD-1284,2022-09-11,2022-09-14,Same Day,Home Office,CUST-0094,West,Technology,Accessories,5.0,0.2,223.0,,2022,9,3,3,
ORD-1285,2023-01-24,2023-01-30,Standard Class,Consumer,CUST-0156,West,Furniture,Bookcases,13.0,0.0,294.3,52.97,2023,1,1,6,18.0
ORD-1286,2023-05-22,2023-05-24,Standard Class,Consumer,CUST-0093,West,Technology,Accessories,7.0,0.0,180.52,33.82,2023,5,2,2,18.73
ORD-1287,2022-10-29,2022-10-31,First Class,Consumer,CUST-0148,West,Furniture,Chairs,3.0,0.0,189.88,26.86,2022,10,4,2,14.15
ORD-1288,2022-12-19,2022-12-20,Standard Class,Home Office,CUST-0058,Central,Office Supplies,Storage,2.0,0.2,11.58,8.98,2022,12,4,1,77.55
ORD-1289,2021-11-11,2021-11-14,Standard Class,Consumer,CUST-0068,South,Office Supplies,Art,9.0,0.0,39.31,6.13,2021,11,4,3,15.59
ORD-1290,2021-04-09,2021-04-13,First Class,Corporate,CUST-0071,South,Furniture,Bookcases,10.0,0.0,241.82,44.39,2021,4,2,4,18.36
ORD-1291,2023-03-02,2023-03-04,Standard Class,Corporate,CUST-0112,West,Office Supplies,Labels,4.0,0.0,,2.64,2023,3,1,2,
ORD-1292,2022-04-20,2022-04-24,Same Day,Consumer,CUST-0027,East,Technology,Accessories,10.0,0.0,311.34,59.59,2022,4,2,4,19.14
ORD-1293,2022-06-20,2022-06-22,Standard Class,Corporate,CUST-0095,South,Office Supplies,Labels,4.0,0.0,13.46,4.02,2022,6,2,2,29.87
ORD-1294,2022-12-01,2022-12-07,First Class,Consumer,CUST-0128,West,Technology,Computers,6.0,0.0,137.33,19.6,2022,12,4,6,14.27
ORD-1295,2023-11-28,2023-12-01,Second Class,Home Office,CUST-0030,South,Technology,Accessories,4.0,0.0,161.98,31.47,2023,11,4,3,19.43
ORD-1296,2021-07-25,2021-07-26,Second Class,Corporate,CUST-0149,South,Technology,Phones,14.0,0.2,198.71,13.58,2021,7,3,1,6.83
ORD-1297,2023-07-27,2023-07-29,Same Day,Consumer,CUST-0010,Central,Technology,Copiers,11.0,0.0,357.59,55.62,2023,7,3,2,15.55
ORD-1298,2021-06-02,2021-06-05,First Class,Home Office,CUST-0036,South,Furniture,Chairs,5.0,0.1,207.84,28.58,2021,6,2,3,13.75
ORD-1299,2023-10-22,2023-10-29,Standard Class,Consumer,CUST-0141,South,Office Supplies,Binders,7.0,0.0,29.28,4.93,2023,10,4,7,16.84
ORD-1300,2022-07-15,2022-07-19,First Class,Consumer,CUST-0100,South,Technology,Copiers,13.0,0.0,399.13,75.19,2022,7,3,4,18.84
ORD-1301,2021-02-12,2021-02-16,First Class,Consumer,CUST-0157,East,Office Supplies,Art,3.0,0.0,18.78,5.65,2021,2,1,4,30.09
ORD-1302,2021-12-05,2021-12-10,Same Day,Home Office,CUST-0064,West,Office Supplies,Paper,1.0,0.0,12.78,-7.44,2021,12,4,5,-58.22
ORD-1303,2022-03-28,2022-04-01,Same Day,Consumer,CUST-0007,South,Office Supplies,Storage,7.0,0.0,,4.24,2022,3,1,4,
ORD-1304,2023-10-12,2023-10-15,First Class,Home Office,CUST-0133,Central,Technology,Accessories,3.0,0.0,102.51,15.25,2023,10,4,3,14.88
ORD-1305,2022-07-23,2022-07-27,Second Class,Consumer,CUST-0112,East,Furniture,Chairs,14.0,0.0,159.59,31.71,2022,7,3,4,19.87
ORD-1306,2022-07-13,2022-07-20,Same Day,Consumer,CUST-0054,West,Technology,Computers,4.0,0.2,103.17,9.95,2022,7,3,7,9.64
ORD-1307,2023-04-11,2023-04-13,Standard Class,Consumer,CUST-0156,West,Furniture,Furnishings,9.0,0.5,115.45,-7.69,2023,4,2,2,-6.66
ORD-1308,2022-03-01,2022-03-02,Second Class,Corporate,CUST-0089,East,Furniture,Chairs,11.0,0.0,197.31,35.7,2022,3,1,1,18.09
ORD-1309,2021-06-15,2021-06-21,Second Class,Corporate,CUST-0020,South,Office Supplies,Binders,10.0,0.0,31.34,6.53,2021,6,2,6,20.84
ORD-1310,2022-08-19,2022-08-22,Standard Class,Corporate,CUST-0187,South,Technology,Computers,2.0,0.0,98.56,22.81,2022,8,3,3,23.14
ORD-1311,2023-12-25,2023-12-28,First Class,Home Office,CUST-0048,East,Technology,Copiers,10.0,0.0,568.64,97.47,2023,12,4,3,17.14
ORD-1312,2022-02-18,2022-02-19,Standard Class,Corporate,CUST-0137,East,Technology,Copiers,13.0,0.0,364.22,65.34,2022,2,1,1,17.94
ORD-1313,2021-02-15,2021-02-17,First Class,Consumer,CUST-0085,East,Furniture,Chairs,6.0,0.0,158.59,27.67,2021,2,1,2,17.45
ORD-1314,2022-01-14,2022-01-15,Standard Class,Consumer,CUST-0041,Central,Office Supplies,Art,11.0,0.0,43.21,7.34,2022,1,1,1,16.99
ORD-1315,2022-01-04,2022-01-09,First Class,Consumer,CUST-0176,West,Technology,Copiers,7.0,0.0,213.77,37.27,2022,1,1,5,17.43
ORD-1316,2021-11-27,2021-11-29,Standard Class,Consumer,CUST-0174,West,Office Supplies,Storage,14.0,0.4,60.39,1.15,2021,11,4,2,1.9
ORD-1317,2022-08-26,2022-09-01,Second Class,Consumer,CUST-0107,West,Furniture,Tables,8.0,0.4,195.2,-7.0,2022,8,3,6,-3.59
ORD-1318,2022-07-03,2022-07-04,First Class,Consumer,CUST-0123,South,Furniture,Chairs,2.0,0.0,,17.23,2022,7,3,1,
ORD-1319,2021-04-02,2021-04-04,Standard Class,Consumer,CUST-0004,South,Office Supplies,Binders,2.0,0.0,19.6,3.53,2021,4,2,2,18.01
ORD-1320,2021-03-29,2021-04-02,Second Class,Consumer,CUST-0121,West,Furniture,Bookcases,12.0,0.0,340.25,59.36,2021,3,1,4,17.45
ORD-1321,2022-10-07,2022-10-08,Same Day,Consumer,CUST-0069,West,Technology,Computers,10.0,0.0,407.07,,2022,10,4,1,
ORD-1322,2023-01-16,2023-01-23,Standard Class,Consumer,CUST-0055,South,Technology,Copiers,9.0,0.2,134.08,4.11,2023,1,1,7,3.07
ORD-1323,2022-09-14,2022-09-16,Standard Class,Corporate,CUST-0061,South,Technology,Accessories,1.0,0.3,48.49,1.5,2022,9,3,2,3.09
ORD-1324,2022-10-24,2022-10-25,Same Day,Consumer,CUST-0195,West,Furniture,Bookcases,6.0,0.0,177.06,32.96,2022,10,4,1,18.62
ORD-1325,2022-10-15,2022-10-21,Same Day,Consumer,CUST-0085,East,Furniture,Bookcases,4.0,0.0,93.31,15.32,2022,10,4,6,16.42
ORD-1326,2022-10-24,2022-10-30,First Class,Consumer,CUST-0122,South,Office Supplies,Fasteners,1.0,0.1,11.81,-7.38,2022,10,4,6,-62.49
ORD-1327,2023-11-01,2023-11-07,First Class,Consumer,CUST-0126,Central,Furniture,Furnishings,7.0,0.0,174.77,28.49,2023,11,4,6,16.3
ORD-1328,2023-08-16,2023-08-17,Standard Class,Consumer,CUST-0178,West,Office Supplies,Storage,3.0,0.2,15.95,9.88,2023,8,3,1,61.94
ORD-1329,2021-04-03,2021-04-10,First Class,Corporate,CUST-0128,East,Technology,Phones,13.0,0.4,393.42,1.79,2021,4,2,7,0.45
ORD-1330,2021-11-01,2021-11-04,First Class,Consumer,CUST-0131,Central,Office Supplies,Paper,7.0,0.3,35.51,7.74,2021,11,4,3,21.8
ORD-1331,2021-01-25,2021-01-31,Second Class,Corporate,CUST-0080,Central,Furniture,Chairs,12.0,0.0,436.13,82.61,2021,1,1,6,18.94
ORD-1332,2022-12-19,2022-12-24,First Class,Consumer,CUST-0181,Central,Technology,Copiers,3.0,0.0,86.98,21.73,2022,12,4,5,24.98
ORD-1333,2022-01-19,2022-01-21,Same Day,Consumer,CUST-0079,South,Furniture,Chairs,8.0,0.0,187.94,38.53,2022,1,1,2,20.5
ORD-1334,2023-04-14,2023-04-19,Same Day,Consumer,CUST-0059,West,Technology,Phones,13.0,0.1,282.87,36.31,2023,4,2,5,12.84
ORD-1335,2023-04-23,2023-04-25,Same Day,Consumer,CUST-0049,Central,Office Supplies,Art,11.0,0.2,40.58,6.5,2023,4,2,2,16.02
ORD-1336,2022-12-20,2022-12-21,Standard Class,Consumer,CUST-0062,South,Furniture,Bookcases,4.0,0.2,128.29,17.54,2022,12,4,1,13.67
ORD-1337,2022-04-30,2022-05-03,Same Day,Consumer,CUST-0134,South,Office Supplies,Binders,12.0,0.0,35.62,9.06,2022,4,2,3,25.44
ORD-1338,2023-06-18,2023-06-23,Second Class,Corporate,CUST-0076,South,Office Supplies,Paper,10.0,0.0,42.29,12.32,2023,6,2,5,29.13
ORD-1339,2022-09-08,2022-09-11,Same Day,Consumer,CUST-0138,Central,Furniture,Chairs,9.0,0.0,,26.58,2022,9,3,3,
ORD-1340,2022-05-29,2022-05-31,Standard Class,Consumer,CUST-0128,South,Furniture,Bookcases,12.0,0.4,91.81,-12.2,2022,5,2,2,-13.29
ORD-1341,2021-03-02,2021-03-03,Standard Class,Corporate,CUST-0155,Central,Furniture,Chairs,14.0,0.1,245.56,28.87,2021,3,1,1,11.76
ORD-1342,2023-09-02,2023-09-09,Second Class,Corporate,CUST-0101,East,Furniture,Tables,4.0,0.2,124.0,9.78,2023,9,3,7,7.89
ORD-1343,2022-07-29,2022-08-04,Same Day,Consumer,CUST-0120,South,Office Supplies,Paper,6.0,0.2,34.73,1.76,2022,7,3,6,5.07
ORD-1344,2022-03-31,2022-04-05,Standard Class,Home Office,CUST-0038,West,Office Supplies,Fasteners,6.0,0.2,29.68,,2022,3,1,5,
ORD-1345,2023-03-10,2023-03-13,First Class,Consumer,CUST-0149,South,Technology,Copiers,13.0,0.0,241.4,42.23,2023,3,1,3,17.49
ORD-1346,2022-05-16,2022-05-19,First Class,Consumer,CUST-0186,East,Office Supplies,Storage,6.0,0.0,37.61,9.92,2022,5,2,3,26.38
ORD-1347,2021-05-18,2021-05-21,Second Class,Home Office,CUST-0074,West,Furniture,Furnishings,9.0,0.1,252.42,29.8,2021,5,2,3,11.81
ORD-1348,2023-05-05,2023-05-08,Standard Class,Corporate,CUST-0051,South,Technology,Phones,14.0,0.0,663.51,111.9,2023,5,2,3,16.86
